repo,number,title,author,mergedBy
django/django,16642,"Fixed #34405 -- Fixed setting Content-Type header in FileResponse for compress and brotli.","felixxm","felixxm"
django/django,16649,"Fixed #28553 -- Fixed annotation mismatch with QuerySet.values()/values_list() on compound queries.","David-Wobrock","felixxm"
django/django,16657,"Fixed #34421 -- Fixed QuerySet.update() on querysets in descending order by annotations.","HB6H057","felixxm"
django/django,16661,"Fixed #28384 -- Fixed ModelAdmin.lookup_allowed() for OneToOneField primary keys and nested relations.","sarahboyce","felixxm"
django/django,16662,"Fixed #34420 -- Corrected the order of imports in generated migration files.","chosak","felixxm"
django/django,16667,"Fixed #34424 -- Fixed SelectDateWidget crash for inputs raising OverflowError.","jureslak","felixxm"
django/django,16670,"Fixed #34428 -- Made ASGIStaticFilesHandler adapt response to async i…","carltongibson","felixxm"
django/django,16686,"Fixed #34437 -- Made values() resolving error mention selected annotations.","charettes","felixxm"
django/django,16693,"Fixed #34427 -- Improved error message when context processor does not return a dict.","shangxiao","felixxm"
django/django,16707,"Fixed #34445 -- Fixed string-casting of non-string lazy objects.","felixxm","felixxm"
django/django,16735,"Fixed #34455 -- Restored i18n_patterns() respect of prefix_default_language argument when fallback language is used.","sarahboyce","felixxm"
django/django,16745,"Fixed #34473 -- Fixed step validation for form fields with non-zero minimum value.","jrief","felixxm"
django/django,16746,"Fixed #27505 -- Allowed customizing Paginator's error messages.","mgaligniana","felixxm"
django/django,16749,"Fixed #34394 -- Made ASGIRequest respect FORCE_SCRIPT_NAME.","sarahboyce","felixxm"
django/django,16750,"Fixed #34480 -- Fixed crash of annotations with Chr().","jacobtylerwalls","felixxm"
django/django,16757,"Fixed #34481 -- Added system check for reverse related fields in ModelAdmin.list_display.","Bakdolot","nessita"
django/django,16759,"Fixed #22569 -- Made ModelAdmin.lookup_allowed() respect get_list_filter().","sarahboyce","felixxm"
django/django,16786,"Fixed #33766 -- Resolved FilteredRelation.condition at referencing time.","charettes","felixxm"
django/django,16801,"Fixed #34517 -- Avoided connection post_init signal to ImageField without width/height fields.","orhanhenrik","felixxm"
django/django,16802,"Fixed #34518 -- Fixed crash of random() template filter with an empty list.","shangxiao","felixxm"
django/django,16810,"Fixed #34515 -- Made LocaleMiddleware prefer language from paths when i18n patterns are used.","felixxm","felixxm"
django/django,16816,"Fixed #34513 -- Added system check for relational fields in ModelAdmin.list_display.","Bakdolot","felixxm"
django/django,16819,"Fixed #34528 -- Reduced Add/RemoveIndex operations when optimizing migrations.","felixxm","felixxm"
django/django,16820,"Fixed #34529, Refs #34525 -- Reduced index operations with Meta.indexes/index_together when optimizing migrations.","felixxm","felixxm"
django/django,16824,"Fixed #34535 -- Fixed SQLite dbshell crash on pathlib.Path when handling exceptions.","jieter","felixxm"
django/django,16858,"Fixed #34539 -- Restored get_prep_value() call when adapting JSONFields.","Chadys","felixxm"
django/django,16865,"Fixed #34568 -- Made makemigrations --update respect --name option.","felixxm","felixxm"
django/django,16873,"Fixed #34578 -- Made ""join"" template filter respect autoescape for joiner.","rajeeshrp","felixxm"
django/django,16877,"Fixed #34577 -- Added escapeseq template filter.","tuxo","felixxm"
django/django,16879,"Fixed #34551 -- Fixed a crash on combined aggregation over a subquery.","charettes","felixxm"
django/django,16883,"Fixed #34587 -- Allowed customizing table name normalization in inspectdb command.","andriykohut","felixxm"
django/django,16899,"Fixed #34601 -- Added field name to check message for ModelAdmin.readonly_fields.","nessita","felixxm"
django/django,16901,"Fixed #34604 -- Corrected fallback SQL for n-ary logical XOR.","andersk","felixxm"
django/django,16902,"Fixed #34606 -- Fixed Right() function with zero length on Oracle and SQLite.","wolkiewiczk","felixxm"
django/django,16903,"Fixed #33414 -- Fixed creating diamond shaped MTI objects for common ancestor with primary key that has a default.","Akash-Kumar-Sen","felixxm"
django/django,16910,"Fixed #34612 -- Fixed QuerySet.only() crash on reverse relationships.","charettes","felixxm"
django/django,16920,"Fixed #32819 -- Established relationship between form fields and their help text.","gregorjerse","felixxm"
django/django,16938,"Fixed #34620 -- Fixed serialization crash on m2m fields without natural keys when base querysets use select_related().","felixxm","felixxm"
django/django,16948,"Fixed #34609 -- Deprecated calling format_html() without arguments.","DevilsAutumn","felixxm"
django/django,16950,"Fixed #32210 -- Fixed model inlines with to_field that has a default.","sainipray","felixxm"
django/django,16952,"Fixed #34634 -- Adjusted system check for clashing fields to warn about links to common parent for MTI models.","Akash-Kumar-Sen","felixxm"
django/django,16983,"Fixed #34345 -- Added system check for ManyToManyFields with intermediate tables in ModelAdmin.filter_horizontal/vertical.","hrushikeshrv","felixxm"
django/django,17029,"Fixed #34687 -- Made Apps.clear_cache() clear get_swappable_settings_name() cache.","sobolevn","felixxm"
django/django,17045,"Fixed #34691 -- Added system check for unmatched angle brackets in path().","amk9978","felixxm"
django/django,17046,"Fixed #34639 -- Made admin changelist use distinct() instead of Exists() to prevent duplicates.","charettes","felixxm"
django/django,17051,"Fixed #34698 -- Made QuerySet.bulk_create() retrieve primary keys when updating conflicts.","tchaumeny","felixxm"
django/django,17058,"Fixed #34701 -- Added support for NULLS [NOT] DISTINCT on PostgreSQL 15+.","charettes","felixxm"
django/django,17065,"Fixed #34705 -- Reallowed BoundField.as_widget()'s attrs argument to set aria-describedby.","laymonage","felixxm"
django/django,17066,"Fixed #34697 -- Fixed non-deterministic order of dependencies and sets/frozensets in migrations.","zyv","felixxm"
django/django,17084,"Fixed #34717 -- Fixed QuerySet.aggregate() crash when referencing window functions.","charettes","felixxm"
django/django,17087,"Fixed #34716 -- Fixed serialization of nested class methods in migrations.","n-borges","felixxm"
django/django,5158,"Fixed #25285 -- Provided unknown command message with plain django-admin.py","claudep","claudep"
django/django,5470,"Fixed #16734 -- Set script prefix in django.setup() to allow its usage outside of requests.","claudep","claudep"
django/django,7188,"Fixed #26401 -- Added BaseAuthConfig to use auth without database tables.","jdufresne","jdufresne"
django/django,7475,"Fixed #27438 -- Added the diffsettings --default option.","pwmarcz","timgraham"
django/django,7530,"Fixed #27461 -- Fixed incorrect allow_migrate() arguments in makemigrations.","JBKahn","timgraham"
django/django,8119,"Fixed #25367 -- Allowed boolean expressions in QuerySet.filter() and exclude().","schinckel","felixxm"
django/django,8326,"Fixed #27881 -- Added diffsettings --output option.","harisibrahimkv","timgraham"
django/django,8630,"Fixed #28216 -- Added next_page/get_default_redirect_url() to LoginView.","ThinkChaos","felixxm"
django/django,8961,"Fixed #28524, Refs #24857 -- Fixed program name in management commands.","ngnpope","timgraham"
django/django,9003,"[1.11.x] Fixed #26522 -- Fixed a nondeterministic AssertionError in QuerySet combining.","timgraham","timgraham"
django/django,9296,"Fixed #14218 -- Added iteration behavior to Paginator.","tstirrat15","carltongibson"
django/django,9703,"Fixed #28398 -- Add 'Did you mean' suggestions to manage.py","orf","timgraham"
django/django,9871,"Fixed #29301 -- Reordered management command arguments for --help output","davidfstr","timgraham"
wagtail/wagtail,10009,"Add page usage view and show usage information in status side panel","laymonage","gasman"
wagtail/wagtail,10010,"Refresh lock object when cancelling a workflow - backport to 4.1.x","gasman","gasman"
wagtail/wagtail,10021,"Fix ""Edit this page"" missing from userbar","satvikvash","laymonage"
wagtail/wagtail,10039,"Fixed Migrate site switcher to use Stimulus approach AutoFieldController #10035","Aadijindal07","lb-"
wagtail/wagtail,10050,"Support creating `StructValue` copies","Tijani-Dia","gasman"
wagtail/wagtail,10051,"Fix image saving on backends that expect a rewound file pointer","gasman","gasman"
wagtail/wagtail,10072,"Show on delete information in usage views to be linked from delete/unpublish confirmation views","laymonage","gasman"
wagtail/wagtail,1009,"Make PageChooserPanel autodetect page type from the foreign key - fixes #509","gasman","kaedroho"
wagtail/wagtail,10113,"migrate initSlugCleaning to Stimulus","Lovelyfin00","lb-"
wagtail/wagtail,10123,"Replaced with Radio Buttons","AceHunterr","lb-"
wagtail/wagtail,1013,"Catch OSErrors when getting image file size. Fixes #935","kaedroho","zerolab"
wagtail/wagtail,10130,"Fix audit log display of deleted models","chosak","gasman"
wagtail/wagtail,10131,"Consistent rendering of ValidationErrors across all StreamField blocks","gasman","gasman"
wagtail/wagtail,10175,"Fix locked page/snippet cannot proceed a `GroupApprovalTask`","laymonage","laymonage"
wagtail/wagtail,1018,"Make admin date/time pickers and their JS code consistently use times without seconds","gasman","gasman"
wagtail/wagtail,10189,"Migrate init auto populate to stimulus","Lovelyfin00","lb-"
wagtail/wagtail,1019,"Remove build dependencies. Fixes #985 and #958","zerolab","tomdyson"
wagtail/wagtail,10192,"Indicate that md5 is not being used for secure purposes—and that's okay (FIPS fix)","nutjob4life","laymonage"
wagtail/wagtail,10195,"migrated autosize to stimulus controller w-auto-size","suyash5053","lb-"
wagtail/wagtail,10209,"Add `add_facets` to ModelAdmin's `IndexView` to fix crash against Django 5.0","laymonage","gasman"
wagtail/wagtail,10216,"Move snippet choosers and model check registration to `SnippetViewSet.on_register()`","laymonage","lb-"
wagtail/wagtail,1022,"Allow specifying custom edit handlers for pages - fixes #210","gasman","zerolab"
wagtail/wagtail,10239,"Fix select and radio button issues with long text","laymonage","thibaudcolas"
wagtail/wagtail,10242,"Handle multi-valued query parameters in ModelAdmin `IndexView`","laymonage","gasman"
wagtail/wagtail,10248,"w-status added","mansi0829","lb-"
wagtail/wagtail,10249,"Fix timezone handling of `TemplateResponse`s for users with a custom timezone","th3hamm0r","laymonage"
wagtail/wagtail,1026,"Use unicode literals in models. Fixes #1006","zerolab","kaedroho"
wagtail/wagtail,10262,"#6667 Available icons documentation","thibaudcolas","thibaudcolas"
wagtail/wagtail,10292,"Bulk controller","Hanoon02","lb-"
wagtail/wagtail,10303,"Update Wagtail icon set to FontAwesome 6. Fix #2349","thibaudcolas","thibaudcolas"
wagtail/wagtail,1031,"Wagtail API module","kaedroho","kaedroho"
wagtail/wagtail,10318,"Migrated `initDismissible` to a Stimulus `w-dismissible` and wrote tests for it","Lovelyfin00","lb-"
wagtail/wagtail,10320,"Use default icons for FieldPanels and add docs/tests for Panel icon customisation","laymonage","thibaudcolas"
wagtail/wagtail,10333,"Improve customisability of the accessibility checker configuration","laymonage","thibaudcolas"
wagtail/wagtail,10355,"Migrate Elasticsearch backend to new autocomplete API and fully deprecate partial_match","gasman","gasman"
wagtail/wagtail,10421,"Ensure that copying page correctly picks up the latest revision","gasman","laymonage"
wagtail/wagtail,10465,"Prevent lowercase conversions of IndexView column headers","ViragJain3010","laymonage"
wagtail/wagtail,10469,"Order group editor object permissions","dkirkham","lb-"
wagtail/wagtail,10501,"Add explicit names on menu item registrations","jkoestinger","laymonage"
wagtail/wagtail,10547,"Implement new Draftail customisation APIs. Fix #5580","thibaudcolas","lb-"
wagtail/wagtail,10559,"Prevent crash when comparing page revisions that include MultipleChooserPanel","gasman","lb-"
wagtail/wagtail,10566,"Add support for --template argument to wagtail start. Fix #10423","thibaudcolas","laymonage"
wagtail/wagtail,10568,"Add `TitleFieldPanel` to support shared usage of title field sync","lb-","gasman"
wagtail/wagtail,10618,"Fix incorrect collection permission policy implementation and usage","laymonage","gasman"
wagtail/wagtail,10623,"Added regex operation to strip out spaces from phone numbers #10558","Th0masCat","lb-"
wagtail/wagtail,10629,"Adds ability to set custom html attributes in Panels","pySilver","lb-"
wagtail/wagtail,10633,"Increase Pillow dependency range to include 10.x","yuekui","lb-"
wagtail/wagtail,10638,"Fix Removing Metadata in API","mgax","lb-"
wagtail/wagtail,10645,"Adopt Stimulus SwapController data attributes to remove `window.headerSearch`","lb-","lb-"
wagtail/wagtail,10657,"AVIF support for wagtail","salty-ivy","thibaudcolas"
wagtail/wagtail,10661,"Always set help text element ID for form fields with help text","laymonage","laymonage"
wagtail/wagtail,1070,"Use expanding text areas on non-StreamField TextFields","gasman","gasman"
wagtail/wagtail,10731,"Corrected a typo in {% page_header_buttons %}","coredumperror","lb-"
wagtail/wagtail,10768,"Fix falsy values not showing up in tables UI framework","laymonage","laymonage"
wagtail/wagtail,10773,"Fix read_only panels for fields with translatable choice labels","fle","laymonage"
wagtail/wagtail,10801,"Copy view restrictions when creating a page alias","gasman","gasman"
wagtail/wagtail,10823,"Add compare buttons to moderation dashboard","gasman","laymonage"
wagtail/wagtail,10825,"Fix issue where collection deletion success message was not correct","lb-","lb-"
wagtail/wagtail,1087,"Willow 0.2 update","kaedroho","kaedroho"
wagtail/wagtail,1106,"Fixed typo in wagtailsites/wagtail_hooks.py","kaedroho","gasman"
wagtail/wagtail,1110,"Look up Filter objects on first call to an image tag - fixes #865 / #1061","gasman","gasman"
wagtail/wagtail,1120,"No longer use celery for sending notifications","kaedroho","davecranwell"
wagtail/wagtail,1133,"Set has_unpublished_changes in Page.save_revision","kaedroho","gasman"
wagtail/wagtail,1147,"Update session auth hash on password change","kaedroho","gasman"
wagtail/wagtail,1150,"Update hook names. Fixes #870","zerolab","gasman"
wagtail/wagtail,116,"Cleanup","kaedroho","kaedroho"
wagtail/wagtail,118,"add wagtailadmin.access_admin permission required to admin account views...","delgermurun","gasman"
wagtail/wagtail,1218,"Skip front-end cache purge for pages with no routable URL - fixes #1208","gasman","kaedroho"
wagtail/wagtail,1219,"Treat ListBlock ordering numerically, not alphabetically - fixes #1215","gasman","kaedroho"
wagtail/wagtail,1225,"RoutablePage: Change way URL resolver is created","kaedroho","gasman"
wagtail/wagtail,1232,"Backport some changes to 0.8","kaedroho","gasman"
wagtail/wagtail,1244,"Fall back on ASCII when unicode document filenames fail - fixes #1166","gasman","gasman"
wagtail/wagtail,1272,"Tests for ElasticSearchResults and fix for #1271","kaedroho","gasman"
wagtail/wagtail,1273,"A couple of fixes to get_willow_image","kaedroho","kaedroho"
wagtail/wagtail,1274,"Fixes #1249 by upgrading autosize plugin and adding listener for tab change","davecranwell","gasman"
wagtail/wagtail,1337,"Implement lazy evaluation in StreamValue - fixes #1200","gasman","gasman"
wagtail/wagtail,1357,"Make EmbedBlock use a custom type that knows its own rendering - fixes #1098","gasman","kaedroho"
wagtail/wagtail,1368,"Fixed bad formatted string. Fixes #1334","kaedroho","gasman"
wagtail/wagtail,1375,"Snippet choose panel now takes model string fixes #1362","jossingram","gasman"
wagtail/wagtail,1381,"Catch EmbedNotFoundException fixes #1324","kaedroho","gasman"
wagtail/wagtail,1382,"Cleanup - render labels within ObjectList <h2>s","gasman","gasman"
wagtail/wagtail,1388,"Add support for user models with no username","mx-moth","kaedroho"
wagtail/wagtail,139,"Add support for image proecssing backends and add Wand/ImageMagick backend","spapas","gasman"
wagtail/wagtail,1395,"Add system check to reject invalid block names in StreamField","gasman","kaedroho"
wagtail/wagtail,1406,"Make sure with_metaclass always comes from Django","kaedroho","gasman"
wagtail/wagtail,1411,"Use six from Django","mx-moth","kaedroho"
wagtail/wagtail,1412,"Convert url_path to a text field - fixes #1216","gasman","kaedroho"
wagtail/wagtail,1417,"Restore ability to serve docs from non-local storage backends","gasman","kaedroho"
wagtail/wagtail,1444,"Implement pagination on page chooser - fixes #508","gasman","kaedroho"
wagtail/wagtail,1457,"Support serialising StreamValue in wagtailapi - fixes #1454","gasman","gasman"
wagtail/wagtail,1475,"Redirects fixes","kaedroho","gasman"
wagtail/wagtail,1478,"Use QuerySet based search API (and deprecate old search APIs)","kaedroho","gasman"
wagtail/wagtail,148,"Add more translations + fix #141","spapas","gasman"
wagtail/wagtail,1516,"Ensure that tabs with non-Latin text are given non-blank IDs - fixes #1428","gasman","kaedroho"
wagtail/wagtail,1529,"Added min_num and max_num parameters to InlinePanel","kaedroho","gasman"
wagtail/wagtail,1533,"Multiple page types in PageChooserPanel (#199)","kaedroho","tomdyson"
wagtail/wagtail,1576,"Removed references to search picks from project template","kaedroho","kaedroho"
wagtail/wagtail,1601,"Remove spurious action buttons from page permissions interface - fixes #1589","gasman","kaedroho"
wagtail/wagtail,1605,"Don't reopen image files that are hosted externally","kaedroho","gasman"
wagtail/wagtail,1606,"Fix various inconsistencies in our permissions model","gasman","kaedroho"
wagtail/wagtail,1623,"Add a couple of indexes for performance","kaedroho","gasman"
wagtail/wagtail,1626,"Make database search use base queryset","kaedroho","gasman"
wagtail/wagtail,1633,"Use StreamingHttpResponse in image serve view","kaedroho","gasman"
wagtail/wagtail,1650,"Discard ResourceWarnings when testing for the presence of deprecation warnings","gasman","gasman"
wagtail/wagtail,1660,"Remap primary keys of child objects in revisions when copying page","kaedroho","gasman"
wagtail/wagtail,1666,"Add error_messages attribute to UserCreationForm","kaedroho","gasman"
wagtail/wagtail,1681,"Prevent ContentType db lookup on app load - fixes #1673","gasman","kaedroho"
wagtail/wagtail,1682,"Allow operator to be specified when searching","kaedroho","gasman"
wagtail/wagtail,170,"Include datepicker translations (fixes #167) in Wagtail","spapas","gasman"
wagtail/wagtail,1770,"Fix page edit publish ""View Live"" url","ryanpineo","gasman"
wagtail/wagtail,1791,"Allow ""_"" GET parameter in the API","kaedroho","gasman"
wagtail/wagtail,1811,"Update frontend search to use queryset-based search method","gasman","kaedroho"
wagtail/wagtail,1856,"Fix search on specific page class using the page queryset.","ashiazed","kaedroho"
wagtail/wagtail,1860,"Fixed invalid search query when searching single field with ""and"" operator","kaedroho","gasman"
wagtail/wagtail,1866,"Make Site field editable on redirects","gasman","kaedroho"
wagtail/wagtail,1873,"Make migrations depend on non-squashed versions","gasman","kaedroho"
wagtail/wagtail,1879,"Prevent page copy from breaking when M2M / tag fields are present - fixes #1852","gasman","kaedroho"
wagtail/wagtail,1913,"Image serve view improvements","kaedroho","kaedroho"
wagtail/wagtail,1925,"Add Python < 3.3 support for frontendcache invalidator","mixxorz","kaedroho"
wagtail/wagtail,1978,"Include non-creatable pages in get_page_models","gasman","gasman"
wagtail/wagtail,2038,"rebase #1919","gasman","gasman"
wagtail/wagtail,208,"tox test environment and Python 2.6 support","gasman","gasman"
wagtail/wagtail,2080,"Resubmit 2073","kaedroho","kaedroho"
wagtail/wagtail,2085,"Work around Django db_index=True / unique=True bug","gasman","kaedroho"
wagtail/wagtail,227,"Clear 'wagtail_site_root_paths' when a site root page is saved fixes #7 #157","kaedroho","kaedroho"
wagtail/wagtail,2441,"Backport #2438 to 1.4.x","kaedroho","kaedroho"
wagtail/wagtail,2465,"Remove redundant debug settings from project template","timorieber","kaedroho"
wagtail/wagtail,2488,"Make wagtailuserbar tag gracefully handle the absence of a 'request' variable","gasman","kaedroho"
wagtail/wagtail,2540,"Handle blank forms in page / collection permission formsets","gasman","kaedroho"
wagtail/wagtail,2585,"Fixes RoutablePage throws a TypeError (#2584)","bmihelac","kaedroho"
wagtail/wagtail,2621,"Add default table icon for TableBlock","gasman","gasman"
wagtail/wagtail,266,"Ditch more section","kaedroho","davecranwell"
wagtail/wagtail,269,"Fix #268","tmtlbt","gasman"
wagtail/wagtail,272,"Fix #94","tmtlbt","chrxr"
wagtail/wagtail,2721,"Fix #2533: Prevent removal of '/' when redirect from url is just '/'","ltakens","gasman"
wagtail/wagtail,277,"Images tweaks","kaedroho","gasman"
wagtail/wagtail,280,"Made login view redirect already logged in users to dashboard","kaedroho","chrxr"
wagtail/wagtail,2880,"Revert removal of Filter model (#2537, #2755)","gasman","gasman"
wagtail/wagtail,291,"Made login view redirect already logged in users to dashboard.","kaedroho","kaedroho"
wagtail/wagtail,2915,"Replace mutable default argument","loicteixeira","kaedroho"
wagtail/wagtail,2975,"Fix #2789: Convert embed filter to templatetag","jjanssen","kaedroho"
wagtail/wagtail,306,"Add 'original' as a resize rule supported by the image tag - fixes #128","gasman","kaedroho"
wagtail/wagtail,3191,"Rebase of #3036","kaedroho","kaedroho"
wagtail/wagtail,321,"Set treebeard attributes in preview on create view. Fixes #320","kaedroho","gasman"
wagtail/wagtail,3277,"Avoid indexing unsaved field content on save(update_fields=[...]) operations","gasman","kaedroho"
wagtail/wagtail,33,"Make embedly optional, refactor code and add proper exception handling","spapas","kaedroho"
wagtail/wagtail,3304,"Change to verbose view {draft,live} action labels on page listings (fixes #3262)","zerolab","kaedroho"
wagtail/wagtail,339,"respect DOM re-ordering of formsets even if the parent form errored","nimasmi","tomdyson"
wagtail/wagtail,3467,"Improved code separation in `contrib.modeladmin`","ababic","gasman"
wagtail/wagtail,3521,"Fetch search results with scroll API","kaedroho","kaedroho"
wagtail/wagtail,3528,"Fixed #3524 -- Ensured that filenames are checked when downloading documents","ellmetha","BertrandBordage"
wagtail/wagtail,356,"Notification preferences; fixes #248","nimasmi","kaedroho"
wagtail/wagtail,3608,"Add last_published_at to Page model","gasman","gasman"
wagtail/wagtail,365,"Fix #80","tmtlbt","kaedroho"
wagtail/wagtail,371,"Site model adjustments","nimasmi","kaedroho"
wagtail/wagtail,3919,"Remove deprecated features for Wagtail 2.0","gasman","gasman"
wagtail/wagtail,3930,"3761 sort by url param","lb-","kaedroho"
wagtail/wagtail,3973,"Fix AttributeError in listing_view endpoint","kaedroho","gasman"
wagtail/wagtail,3983,"Only show ""View live"" buttons if pages are accessible","mx-moth","kaedroho"
wagtail/wagtail,4007,"Clearer image tag errors + documentation","lb-","gasman"
wagtail/wagtail,4017,"Fix field-limited search on specific() queryset on postgres, for 1.13","gasman","kaedroho"
wagtail/wagtail,4060,"Consistently un-escape attributes passed to rich text link/embed handlers","gasman","gasman"
wagtail/wagtail,4136,"Replace hallo.js with draftail","gasman","gasman"
wagtail/wagtail,4166,"Update snippets so that they can handle custom primary keys (rebase of #4003)","gasman","gasman"
wagtail/wagtail,4184,"Remove MSSQL special-casing in _update_descendant_url_paths","gasman","gasman"
wagtail/wagtail,4185,"Comparison of related model to use pk instead of id","lb-","gasman"
wagtail/wagtail,4229,"Draftail updates, refactors, bug fixes 2","thibaudcolas","gasman"
wagtail/wagtail,423,"Make sure all editors picks are resaved on edit.","kaedroho","gasman"
wagtail/wagtail,426,"Front-end permissions","gasman","kaedroho"
wagtail/wagtail,4287,"Add form data helpers for assertCanCreate","gasman","gasman"
wagtail/wagtail,4301,"Fix Draftail initialising on the wrong elt – fix #4295","thibaudcolas","gasman"
wagtail/wagtail,432,"Check that the user has permission to see the admin dashboard before redirecting them there. Fixes #431","kaedroho","gasman"
wagtail/wagtail,4397,"2591 localize verbose names","allcaps","BertrandBordage"
wagtail/wagtail,4402,"Handles empty ORDER inline field.","BertrandBordage","BertrandBordage"
wagtail/wagtail,4514,"Fix regression in #3988 where no revision records exist - fixes #4505","gasman","gasman"
wagtail/wagtail,4648,"Handle missing page model in PageTypeField API serializer","malikwahab","gasman"
wagtail/wagtail,4689,"Fix indexing related fields as FilterField in Elasticsearch","kaedroho","kaedroho"
wagtail/wagtail,4730,"Prevent AppRegistryNotReady error when wagtail.contrib.sitemaps is in INSTALLED_APPS","gasman","gasman"
wagtail/wagtail,4745,"Recommend the use of ManifestStaticFilesStorage","gasman","gasman"
wagtail/wagtail,4800,"Properly handle links to root page and missing pages in Draftail","gasman","thibaudcolas"
wagtail/wagtail,4805,"Do not log user out when changing their own password","gasman","gasman"
wagtail/wagtail,4812,"Catch empty non-StreamValues in get_prep_value","gasman","gasman"
wagtail/wagtail,497,"Django 1.7 support","kaedroho","gasman"
wagtail/wagtail,500,"Workaround bug in django-modelcluster causing m2m fields to not be committed when pages are edited","kaedroho","gasman"
wagtail/wagtail,5093,"Add panel configuration checks","lb-","mikedingjan"
wagtail/wagtail,5106,"Fix: Update modeladmin to preserve compatibility with RelatedFieldListFilter in Django 2.2+","ababic","gasman"
wagtail/wagtail,5138,"fixed #3281 check _slug_is_available when moving page","capsert","allcaps"
wagtail/wagtail,5142,"[Bugfix-4996] preserve non breaking white spaces","leewesleyv","thibaudcolas"
wagtail/wagtail,5292,"Add alt attributes to images that was missing them","rinti","thibaudcolas"
wagtail/wagtail,54,"Only show latest edit per page (fixes #45) and remove a stray print","spapas","tomdyson"
wagtail/wagtail,5479,"Apply escaping to JS translation strings.","gasman","gasman"
wagtail/wagtail,5510,"Reorganise wagtail.admin.utils and .decorators into meaningful sub-units","gasman","gasman"
wagtail/wagtail,554,"Search: Reduced title boost to 2","kaedroho","gasman"
wagtail/wagtail,5559,"Fix Postgres search indexing on Postgres 9.4 and Django >=2.2.1","gasman","BertrandBordage"
wagtail/wagtail,556,"Search: Added multiple backend support into update_index command","kaedroho","gasman"
wagtail/wagtail,561,"Cleaned up bad imports. Fixes #544","kaedroho","kaedroho"
wagtail/wagtail,562,"Renamed wagtailsearch.indexed to wagtailsearch.index","kaedroho","kaedroho"
wagtail/wagtail,5644,"Avoid calling versioned_static from static form media definitions","gasman","allcaps"
wagtail/wagtail,566,"Refactored publishing/unpublishing logic","kaedroho","gasman"
wagtail/wagtail,5694,"Move all usage of versioned_static to media methods","tomkins","gasman"
wagtail/wagtail,574,"Prevent rendition filenames going over 60 chars (even with a large focal_point_key)","kaedroho","gasman"
wagtail/wagtail,5837,"Recognise custom tag models for autocompletion in AdminTagWidget","gasman","gasman"
wagtail/wagtail,5972,"Set date/time fields to autocomplete=""off""","gasman","gasman"
wagtail/wagtail,598,"Move <script> tags to top of body. Fixes #504","mx-moth","gasman"
wagtail/wagtail,5999,"Allow page's variable name in context to be configurable","danbentley","allcaps"
wagtail/wagtail,6086,"Site hostnames duplicates","allcaps","lb-"
wagtail/wagtail,6104,"Fix typo in request.site middleware deprecation warning","lb-","zerolab"
wagtail/wagtail,6183,"Purge image rendition cache on rendition deletion","gasman","gasman"
wagtail/wagtail,621,"Make sure images/documents are reindexed after saving tags. Fixes #613","kaedroho","gasman"
wagtail/wagtail,6263,"Add missing richtext SVGs","zerolab","gasman"
wagtail/wagtail,6279,"Change more instances of ugettext to gettext","tomkins","gasman"
wagtail/wagtail,6301,"Avoid retranslating month / weekday names that Django already provides","gasman","thibaudcolas"
wagtail/wagtail,6335,"Ensure block level elements in rich text are whitespace-separated in indexed content","gasman","gasman"
wagtail/wagtail,6344,"Convert remaining gettext .format strings to old-style string formatting","gasman","gasman"
wagtail/wagtail,637,"Search: Make database backend behave like Elasticsearch backend. Fixes #460","kaedroho","gasman"
wagtail/wagtail,6389,"Avoid 'ZZZZ' tree paths as placeholders on preview","gasman","gasman"
wagtail/wagtail,6420,"Fixed an issue with copying unsaved Pages","samgans","kaedroho"
wagtail/wagtail,6422,"Add missing bind_to(instance) to ModelAdmin edit view","gasman","gasman"
wagtail/wagtail,6433,"Change docs code block style to 'default'","kaedroho","kaedroho"
wagtail/wagtail,6434,"(FIX): Page Copy does not trigger page_published signal","samgans","kaedroho"
wagtail/wagtail,6442,"Add a check for elasticsearch URLS","saevarom","kaedroho"
wagtail/wagtail,6508,"Formalise support for Python 3.9","gasman","gasman"
wagtail/wagtail,651,"Invoke django-admin.py over Python API rather than as external executable - fixes #625","gasman","kaedroho"
wagtail/wagtail,6547,"Handle get_supported_language_variant returning a language variant not in LANGUAGES","gasman","gasman"
wagtail/wagtail,6639,"Special case date lookups for searching","seb-b","kaedroho"
wagtail/wagtail,6652,"Prevent remove_stale_contenttypes from removing the access_admin permission","gasman","allcaps"
wagtail/wagtail,667,"Various wagtailimages database fixes","kaedroho","gasman"
wagtail/wagtail,6756,"Publish aliases when the source page is published","kaedroho","gasman"
wagtail/wagtail,6757,"Make privacy rules also apply to aliases","kaedroho","gasman"
wagtail/wagtail,68,"Add support for USE_L10N=True","spapas","gasman"
wagtail/wagtail,6871,"Unpin django-treebeard - allow all up to 5.0","gasman","gasman"
wagtail/wagtail,6872,"Prevent error on page editing after changing LANGUAGE_CODE","gasman","gasman"
wagtail/wagtail,688,"update focal_point_key migrations to delete duplicate renditions (ref: #685)","gasman","kaedroho"
wagtail/wagtail,6908,"Fix reverse migration errors in images and documents","m3brown","kaedroho"
wagtail/wagtail,6999,"Fix wagtailembeds thumbnail_url migration for MySQL 8.0.13","gasman","allcaps"
wagtail/wagtail,7023,"Wagtail API pages endpoint to respond with a 400 error (instead of 500 error) when entering an invalid value to a filter","Tijani-Dia","kaedroho"
